,Columns are already created in the csv file at the rightest side,imdbcrewcastlink,year,imdbfilmtitle,role,imdbfilmlink,bomtitle,bomlink,starpower-director,name_id,releasedate,prior10weeksDate
1401,Shawn Levy,http://www.imdb.com/name/nm0506613/,2009,Night at the Museum: Battle of the Smithsonian,Director,http://www.imdb.com/title/tt1078912/,Night at the Museum: Battle of the Smithsonian,http://www.boxofficemojo.com/movies/?id=nightatthemuseum2.htm,7750,nm0506613,5/22/2009,3/13/2009
1402,Peter Billingsley,http://www.imdb.com/name/nm0082526/,2009,Couples Retreat,Director,http://www.imdb.com/title/tt1078940/,Couples Retreat,http://www.boxofficemojo.com/movies/?id=couplesretreat.htm,2812,nm0082526,10/9/2009,7/31/2009
1403,Carlos Saldanha,http://www.imdb.com/name/nm0757858/,2009,Ice Age: Dawn of the Dinosaurs,Director,http://www.imdb.com/title/tt1080016/,Ice Age: Dawn of the Dinosaurs,http://www.boxofficemojo.com/movies/?id=iceage3.htm,12660,nm0757858,7/1/2009,4/22/2009
1404,Mike Thurmeier,http://www.imdb.com/name/nm0862211/,2009,Ice Age: Dawn of the Dinosaurs,Director,http://www.imdb.com/title/tt1080016/,Ice Age: Dawn of the Dinosaurs,http://www.boxofficemojo.com/movies/?id=iceage3.htm,246181,nm0862211,7/1/2009,4/22/2009
1405,Dito Montiel,http://www.imdb.com/name/nm1996918/,2009,Fighting,Director,http://www.imdb.com/title/tt1082601/,Fighting,http://www.boxofficemojo.com/movies/?id=fighting.htm,9340,nm1996918,4/24/2009,2/13/2009
1406,John Erick Dowdle,http://www.imdb.com/name/nm0235719/,2008,Quarantine,Director,http://www.imdb.com/title/tt1082868/,Quarantine,http://www.boxofficemojo.com/movies/?id=quarantine.htm,10039,nm0235719,10/10/2008,8/1/2008
1407,Will Gluck,http://www.imdb.com/name/nm0323239/,2009,Fired Up!,Director,http://www.imdb.com/title/tt1083456/,Fired Up,http://www.boxofficemojo.com/movies/?id=firedup.htm,15897,nm0323239,2/20/2009,12/12/2008
1408,Jonathan Demme,http://www.imdb.com/name/nm0001129/,2008,Rachel Getting Married,Director,http://www.imdb.com/title/tt1084950/,Rachel Getting Married,http://www.boxofficemojo.com/movies/?id=rachelgettingmarried.htm,4515,nm0001129,10/3/2008,7/25/2008
1409,Frank Coraci,http://www.imdb.com/name/nm0178997/,2014,Blended,Director,http://www.imdb.com/title/tt1086772/,Blended,http://www.boxofficemojo.com/movies/?id=blended.htm,11533,nm0178997,5/23/2014,3/14/2014
1410,Peter Berg,http://www.imdb.com/name/nm0000916/,2013,Lone Survivor,Director,http://www.imdb.com/title/tt1091191/,Lone Survivor,http://www.boxofficemojo.com/movies/?id=lonesurvivor.htm,1973,nm0000916,12/25/2013,10/16/2013
1411,Nathan Frankowski,http://www.imdb.com/name/nm2021984/,2008,Expelled: No Intelligence Allowed,Director,http://www.imdb.com/title/tt1091617/,Expelled: No Intelligence Allowed,http://www.boxofficemojo.com/movies/?id=expelled.htm,110230,nm2021984,4/18/2008,2/8/2008
1412,Greg Mottola,http://www.imdb.com/name/nm0609549/,2009,Adventureland,Director,http://www.imdb.com/title/tt1091722/,Adventureland,http://www.boxofficemojo.com/movies/?id=adventureland.htm,2292,nm0609549,4/3/2009,1/23/2009
1413,Fred Durst,http://www.imdb.com/name/nm0004890/,2008,The Longshots,Director,http://www.imdb.com/title/tt1091751/,The Longshots,http://www.boxofficemojo.com/movies/?id=longshots.htm,3555,nm0004890,8/22/2008,6/13/2008
1414,Greg Mottola,http://www.imdb.com/name/nm0609549/,2011,Paul,Director,http://www.imdb.com/title/tt1092026/,Paul,http://www.boxofficemojo.com/movies/?id=paul.htm,2188,nm0609549,3/18/2011,1/7/2011
1415,Neal Brennan,http://www.imdb.com/name/nm0107366/,2009,"The Goods: Live Hard, Sell Hard",Director,http://www.imdb.com/title/tt1092633/,"The Goods: Live Hard, Sell Hard",http://www.boxofficemojo.com/movies/?id=goodsdonready.htm,5789,nm0107366,8/14/2009,6/5/2009
1416,Chris Gorak,http://www.imdb.com/name/nm0329755/,2011,The Darkest Hour,Director,http://www.imdb.com/title/tt1093357/,The Darkest Hour,http://www.boxofficemojo.com/movies/?id=darkesthour.htm,14098,nm0329755,12/25/2011,10/16/2011
1417,P.J. Hogan,http://www.imdb.com/name/nm0389591/,2009,Confessions of a Shopaholic,Director,http://www.imdb.com/title/tt1093908/,Confessions of a Shopaholic,http://www.boxofficemojo.com/movies/?id=confessionsofashopaholic.htm,10751,nm0389591,2/13/2009,12/5/2008
1418,Jonas Elmer,http://www.imdb.com/name/nm0255411/,2009,New in Town,Director,http://www.imdb.com/title/tt1095174/,New in Town,http://www.boxofficemojo.com/movies/?id=newintown.htm,47034,nm0255411,1/30/2009,11/21/2008
1419,Werner Herzog,http://www.imdb.com/name/nm0001348/,2009,Bad Lieutenant: Port of Call New Orleans,Director,http://www.imdb.com/title/tt1095217/,Bad Lieutenant: Port of Call New Orleans,http://www.boxofficemojo.com/movies/?id=badlieutenant09.htm,1110,nm0001348,11/20/2009,9/11/2009
1420,Benny Boom,http://www.imdb.com/name/nm1534600/,2009,Next Day Air,Director,http://www.imdb.com/title/tt1097013/,Next Day Air,http://www.boxofficemojo.com/movies/?id=nextdayair.htm,36503,nm1534600,5/8/2009,2/27/2009
1421,James Wong,http://www.imdb.com/name/nm0939128/,2009,Dragonball: Evolution,Director,http://www.imdb.com/title/tt1098327/,Dragonball Evolution,http://www.boxofficemojo.com/movies/?id=dragonball.htm,5898,nm0939128,4/10/2009,1/30/2009
1422,Catherine Hardwicke,http://www.imdb.com/name/nm0362566/,2008,Twilight,Director,http://www.imdb.com/title/tt1099212/,Twilight,http://www.boxofficemojo.com/movies/?id=twilight08.htm,2742,nm0362566,11/21/2008,9/12/2008
1423,Bennett Miller,http://www.imdb.com/name/nm0587955/,2014,Foxcatcher,Director,http://www.imdb.com/title/tt1100089/,Foxcatcher,http://www.boxofficemojo.com/movies/?id=foxcatcher.htm,3261,nm0587955,11/14/2014,9/5/2014
1424,Robert Rodriguez,http://www.imdb.com/name/nm0001675/,2009,Shorts,Director,http://www.imdb.com/title/tt1100119/,Shorts,http://www.boxofficemojo.com/movies/?id=shorts.htm,737,nm0001675,8/21/2009,6/12/2009
1425,Robert Luketic,http://www.imdb.com/name/nm0525659/,2010,Killers,Director,http://www.imdb.com/title/tt1103153/,Killers,http://www.boxofficemojo.com/movies/?id=heiglkutcheraction.htm,5916,nm0525659,6/4/2010,3/26/2010
1426,James Gray,http://www.imdb.com/name/nm0336695/,2008,Two Lovers,Director,http://www.imdb.com/title/tt1103275/,Two Lovers,http://www.boxofficemojo.com/movies/?id=twolovers.htm,5248,nm0336695,2/13/2009,12/5/2008
1427,Joseph Kosinski,http://www.imdb.com/name/nm2676052/,2010,TRON: Legacy,Director,http://www.imdb.com/title/tt1104001/,Tron Legacy,http://www.boxofficemojo.com/movies/?id=tron2.htm,6797,nm2676052,12/17/2010,10/8/2010
1428,Andrew Fleming,http://www.imdb.com/name/nm0281598/,2008,Hamlet 2,Director,http://www.imdb.com/title/tt1104733/,Hamlet 2,http://www.boxofficemojo.com/movies/?id=hamlet2.htm,10936,nm0281598,8/22/2008,6/13/2008
1429,Paul King,http://www.imdb.com/name/nm1653753/,2014,Paddington,Director,http://www.imdb.com/title/tt1109624/,Paddington,http://www.boxofficemojo.com/movies/?id=paddington.htm,15857,nm1653753,1/16/2015,11/7/2014
1430,Tony Scott,http://www.imdb.com/name/nm0001716/,2009,The Taking of Pelham 123,Director,http://www.imdb.com/title/tt1111422/,The Taking of Pelham 1 2 3,http://www.boxofficemojo.com/movies/?id=takingofpelham09.htm,1849,nm0001716,6/12/2009,4/3/2009
1431,Malcolm D. Lee,http://www.imdb.com/name/nm0002700/,2008,Soul Men,Director,http://www.imdb.com/title/tt1111948/,Soul Men,http://www.boxofficemojo.com/movies/?id=soulmen.htm,14265,nm0002700,11/7/2008,8/29/2008
1432,Peter Chelsom,http://www.imdb.com/name/nm0155093/,2009,Hannah Montana: The Movie,Director,http://www.imdb.com/title/tt1114677/,Hannah Montana The Movie,http://www.boxofficemojo.com/movies/?id=hannahmontanamovie.htm,18605,nm0155093,4/10/2009,1/30/2009
1433,Steve Carr,http://www.imdb.com/name/nm0139867/,2009,Paul Blart: Mall Cop,Director,http://www.imdb.com/title/tt1114740/,Paul Blart: Mall Cop,http://www.boxofficemojo.com/movies/?id=mallcop.htm,15362,nm0139867,1/16/2009,11/7/2008
1434,Jeff Tremaine,http://www.imdb.com/name/nm0871860/,2010,Jackass 3D,Director,http://www.imdb.com/title/tt1116184/,Jackass 3-D,http://www.boxofficemojo.com/movies/?id=jackass3d.htm,8229,nm0871860,10/15/2010,8/6/2010
1435,Todd Phillips,http://www.imdb.com/name/nm0680846/,2009,The Hangover,Director,http://www.imdb.com/title/tt1119646/,The Hangover,http://www.boxofficemojo.com/movies/?id=hangover.htm,4756,nm0680846,6/5/2009,3/27/2009
1436,Derek Cianfrance,http://www.imdb.com/name/nm0161834/,2010,Blue Valentine,Director,http://www.imdb.com/title/tt1120985/,Blue Valentine,http://www.boxofficemojo.com/movies/?id=bluevalentine.htm,2410,nm0161834,12/29/2010,10/20/2010
1437,Sergei Bodrov,http://www.imdb.com/name/nm0091076/,2014,Seventh Son,Director,http://www.imdb.com/title/tt1121096/,Seventh Son,http://www.boxofficemojo.com/movies/?id=seventhson.htm,7326,nm0091076,2/6/2015,11/28/2014
1438,Brian Taylor,http://www.imdb.com/name/nm0962729/,2009,Crank: High Voltage,Director,http://www.imdb.com/title/tt1121931/,Crank: High Voltage,http://www.boxofficemojo.com/movies/?id=crank2.htm,11082,nm0962729,4/17/2009,2/6/2009
1439,Mark Neveldine,http://www.imdb.com/name/nm0004410/,2009,Crank: High Voltage,Director,http://www.imdb.com/title/tt1121931/,Crank: High Voltage,http://www.boxofficemojo.com/movies/?id=crank2.htm,6926,nm0004410,4/17/2009,2/6/2009
1440,Rodrigo García,http://www.imdb.com/name/nm0006554/,2009,Mother and Child,Director,http://www.imdb.com/title/tt1121977/,Mother and Child,http://www.boxofficemojo.com/movies/?id=motherandchild.htm,345,nm0006554,5/7/2010,2/26/2010
1441,George Clooney,http://www.imdb.com/name/nm0000123/,2011,The Ides of March,Director,http://www.imdb.com/title/tt1124035/,The Ides of March,http://www.boxofficemojo.com/movies/?id=idesofmarch.htm,2,nm0000123,10/7/2011,7/29/2011
1442,Darren Aronofsky,http://www.imdb.com/name/nm0004716/,2008,The Wrestler,Director,http://www.imdb.com/title/tt1125849/,The Wrestler,http://www.boxofficemojo.com/movies/?id=wrestler.htm,889,nm0004716,12/17/2008,10/8/2008
1443,Tim Burton,http://www.imdb.com/name/nm0000318/,2014,Big Eyes,Director,http://www.imdb.com/title/tt1126590/,Big Eyes,http://www.boxofficemojo.com/movies/?id=bigeyes.htm,241,nm0000318,12/25/2014,10/16/2014
1444,Steve Antin,http://www.imdb.com/name/nm0031078/,2010,Burlesque,Director,http://www.imdb.com/title/tt1126591/,Burlesque,http://www.boxofficemojo.com/movies/?id=burlesque.htm,4387,nm0031078,11/24/2010,9/15/2010
1445,Roger Michell,http://www.imdb.com/name/nm0585011/,2010,Morning Glory,Director,http://www.imdb.com/title/tt1126618/,Morning Glory,http://www.boxofficemojo.com/movies/?id=morningglory10.htm,9832,nm0585011,11/10/2010,9/1/2010
1446,Sam Raimi,http://www.imdb.com/name/nm0000600/,2009,Drag Me to Hell,Director,http://www.imdb.com/title/tt1127180/,Drag Me to Hell,http://www.boxofficemojo.com/movies/?id=dragmetohell.htm,889,nm0000600,5/29/2009,3/20/2009
1447,Cary Fukunaga,http://www.imdb.com/name/nm1560977/,2009,Sin Nombre,Director,http://www.imdb.com/title/tt1127715/,Sin Nombre,http://www.boxofficemojo.com/movies/?id=sinnombre.htm,38729,nm1560977,3/20/2009,1/9/2009
1448,Bruce Hendricks,http://www.imdb.com/name/nm0376712/,2008,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Director,http://www.imdb.com/title/tt1127884/,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,http://www.boxofficemojo.com/movies/?id=hannahmontanaconcert.htm,76701,nm0376712,2/1/2008,11/23/2007
1449,Ang Lee,http://www.imdb.com/name/nm0000487/,2009,Taking Woodstock,Director,http://www.imdb.com/title/tt1127896/,Taking Woodstock,http://www.boxofficemojo.com/movies/?id=takingwoodstock.htm,2406,nm0000487,8/26/2009,6/17/2009
1450,Alex Kendrick,http://www.imdb.com/name/nm1731937/,2008,Fireproof,Director,http://www.imdb.com/title/tt1129423/,Fireproof,http://www.boxofficemojo.com/movies/?id=fireproof.htm,16939,nm1731937,9/26/2008,7/18/2008
1451,Olivier Megaton,http://www.imdb.com/name/nm0576298/,2008,Le transporteur 3,Director,http://www.imdb.com/title/tt1129442/,Transporter 3,http://www.boxofficemojo.com/movies/?id=transporter3.htm,10156,nm0576298,11/26/2008,9/17/2008
1452,Mira Nair,http://www.imdb.com/name/nm0619762/,2009,Amelia,Director,http://www.imdb.com/title/tt1129445/,Amelia,http://www.boxofficemojo.com/movies/?id=amelia.htm,4970,nm0619762,10/23/2009,8/14/2009
1453,Steven Soderbergh,http://www.imdb.com/name/nm0001752/,2009,The Informant!,Director,http://www.imdb.com/title/tt1130080/,The Informant!,http://www.boxofficemojo.com/movies/?id=informant.htm,1025,nm0001752,9/18/2009,7/10/2009
1454,John Crowley,http://www.imdb.com/name/nm1259871/,2008,Is Anybody There?,Director,http://www.imdb.com/title/tt1130088/,Is Anybody There?,http://www.boxofficemojo.com/movies/?id=isanybodythere.htm,18068,nm1259871,4/17/2009,2/6/2009
1455,Martin Scorsese,http://www.imdb.com/name/nm0000217/,2010,Shutter Island,Director,http://www.imdb.com/title/tt1130884/,Shutter Island,http://www.boxofficemojo.com/movies/?id=shutterisland.htm,335,nm0000217,2/19/2010,12/11/2009
1456,Richard Curtis,http://www.imdb.com/name/nm0193485/,2009,Pirate Radio,Director,http://www.imdb.com/title/tt1131729/,Pirate Radio,http://www.boxofficemojo.com/movies/?id=boatthatrocked.htm,3072,nm0193485,11/13/2009,9/4/2009
1457,Karyn Kusama,http://www.imdb.com/name/nm0476201/,2009,Jennifer's Body,Director,http://www.imdb.com/title/tt1131734/,Jennifer's Body,http://www.boxofficemojo.com/movies/?id=jennifersbody.htm,2145,nm0476201,9/18/2009,7/10/2009
1458,Niels Arden Oplev,http://www.imdb.com/name/nm0649117/,2009,The Girl with the Dragon Tattoo,Director,http://www.imdb.com/title/tt1132620/,The Girl with the Dragon Tattoo,http://www.boxofficemojo.com/movies/?id=girlwiththedragontattoo.htm,10208,nm0649117,3/19/2010,1/8/2010
1459,David Hackl,http://www.imdb.com/name/nm0352524/,2008,Saw V,Director,http://www.imdb.com/title/tt1132626/,Saw V,http://www.boxofficemojo.com/movies/?id=saw5.htm,8029,nm0352524,10/24/2008,8/15/2008
1460,Martin Campbell,http://www.imdb.com/name/nm0132709/,2011,Green Lantern,Director,http://www.imdb.com/title/tt1133985/,Green Lantern,http://www.boxofficemojo.com/movies/?id=greenlantern.htm,1509,nm0132709,6/17/2011,4/8/2011
1461,John Luessenhop,http://www.imdb.com/name/nm0525141/,2010,Takers,Director,http://www.imdb.com/title/tt1135084/,Takers,http://www.boxofficemojo.com/movies/?id=bonedeep.htm,17778,nm0525141,8/27/2010,6/18/2010
1462,Tony Gilroy,http://www.imdb.com/name/nm0006904/,2009,Duplicity,Director,http://www.imdb.com/title/tt1135487/,Duplicity,http://www.boxofficemojo.com/movies/?id=duplicity.htm,5284,nm0006904,3/20/2009,1/9/2009
1463,Nora Ephron,http://www.imdb.com/name/nm0001188/,2009,Julie & Julia,Director,http://www.imdb.com/title/tt1135503/,Julie & Julia,http://www.boxofficemojo.com/movies/?id=julieandjulia.htm,5904,nm0001188,8/7/2009,5/29/2009
1464,Sean Anders,http://www.imdb.com/name/nm1890845/,2008,Sex Drive,Director,http://www.imdb.com/title/tt1135985/,Sex Drive,http://www.boxofficemojo.com/movies/?id=sexdrive.htm,8824,nm1890845,10/17/2008,8/8/2008
1465,Neill Blomkamp,http://www.imdb.com/name/nm0088955/,2009,District 9,Director,http://www.imdb.com/title/tt1136608/,District 9,http://www.boxofficemojo.com/movies/?id=district9.htm,4618,nm0088955,8/14/2009,6/5/2009
1466,Roman Polanski,http://www.imdb.com/name/nm0000591/,2010,The Ghost Writer,Director,http://www.imdb.com/title/tt1139328/,The Ghost Writer,http://www.boxofficemojo.com/movies/?id=theghostwriter.htm,758,nm0000591,2/19/2010,12/11/2009
1467,David S. Goyer,http://www.imdb.com/name/nm0333060/,2009,The Unborn,Director,http://www.imdb.com/title/tt1139668/,The Unborn (2009),http://www.boxofficemojo.com/movies/?id=unborn09.htm,2486,nm0333060,1/9/2009,10/31/2008
1468,Tomas Alfredson,http://www.imdb.com/name/nm0019247/,2008,Let the Right One In,Director,http://www.imdb.com/title/tt1139797/,Let the Right One In (2008),http://www.boxofficemojo.com/movies/?id=lettherightonein.htm,33504,nm0019247,10/24/2008,8/15/2008
1469,Vicky Jenson,http://www.imdb.com/name/nm0421776/,2009,Post Grad,Director,http://www.imdb.com/title/tt1142433/,Post Grad,http://www.boxofficemojo.com/movies/?id=postgrad.htm,23116,nm0421776,8/21/2009,6/12/2009
1470,Tyler Perry,http://www.imdb.com/name/nm1347153/,2008,The Family That Preys,Director,http://www.imdb.com/title/tt1142798/,Tyler Perry's The Family That Preys,http://www.boxofficemojo.com/movies/?id=familythatpreys.htm,1443,nm1347153,9/12/2008,7/4/2008
1471,Tyler Perry,http://www.imdb.com/name/nm1347153/,2009,Madea Goes to Jail,Director,http://www.imdb.com/title/tt1142800/,Tyler Perry's Madea Goes to Jail,http://www.boxofficemojo.com/movies/?id=madeagoestojail.htm,1659,nm1347153,2/20/2009,12/12/2008
1472,Tim Burton,http://www.imdb.com/name/nm0000318/,2012,Frankenweenie,Director,http://www.imdb.com/title/tt1142977/,Frankenweenie,http://www.boxofficemojo.com/movies/?id=frankenweenie.htm,244,nm0000318,10/5/2012,7/27/2012
1473,Robert Luketic,http://www.imdb.com/name/nm0525659/,2009,The Ugly Truth,Director,http://www.imdb.com/title/tt1142988/,The Ugly Truth,http://www.boxofficemojo.com/movies/?id=uglytruth.htm,7505,nm0525659,7/24/2009,5/15/2009
1474,Sabir Khan,http://www.imdb.com/name/nm1287649/,2009,Incredible Love,Director,http://www.imdb.com/title/tt1144804/,Kambakkht Ishq,http://www.boxofficemojo.com/movies/?id=kambakkhtishq.htm,25067,nm1287649,7/3/2009,4/24/2009
1475,David R. Ellis,http://www.imdb.com/name/nm0254786/,2009,The Final Destination,Director,http://www.imdb.com/title/tt1144884/,The Final Destination,http://www.boxofficemojo.com/movies/?id=finaldestination4.htm,6700,nm0254786,8/28/2009,6/19/2009
1476,Anees Bazmee,http://www.imdb.com/name/nm0063357/,2008,Singh Is Kinng,Director,http://www.imdb.com/title/tt1146325/,Singh Is Kinng,http://www.boxofficemojo.com/movies/?id=singhiskinng.htm,42316,nm0063357,8/7/2008,5/29/2008
1477,Jaume Collet-Serra,http://www.imdb.com/name/nm1429471/,2009,Orphan,Director,http://www.imdb.com/title/tt1148204/,Orphan,http://www.boxofficemojo.com/movies/?id=orphan09.htm,18336,nm1429471,7/24/2009,5/15/2009
1478,Jean-Pierre Jeunet,http://www.imdb.com/name/nm0000466/,2009,Micmacs à tire-larigot,Director,http://www.imdb.com/title/tt1149361/,Micmacs,http://www.boxofficemojo.com/movies/?id=micmacs.htm,2191,nm0000466,5/28/2010,3/19/2010
1479,Michael Haneke,http://www.imdb.com/name/nm0359734/,2009,The White Ribbon,Director,http://www.imdb.com/title/tt1149362/,The White Ribbon,http://www.boxofficemojo.com/movies/?id=whiteribbon.htm,2064,nm0359734,12/30/2009,10/21/2009
1480,Alfredo Rodriguez de Villa,http://www.imdb.com/name/nm0212137/,2008,Nothing Like the Holidays,Director,http://www.imdb.com/title/tt1151915/,Nothing Like the Holidays,http://www.boxofficemojo.com/movies/?id=nothingliketheholidays.htm,34642,nm0212137,12/12/2008,10/3/2008
1481,Trevor Moore,http://www.imdb.com/name/nm2222515/,2009,Miss March,Director,http://www.imdb.com/title/tt1151922/,Miss March,http://www.boxofficemojo.com/movies/?id=missmarch.htm,19591,nm2222515,3/13/2009,1/2/2009
1482,Zach Cregger,http://www.imdb.com/name/nm1199107/,2009,Miss March,Director,http://www.imdb.com/title/tt1151922/,Miss March,http://www.boxofficemojo.com/movies/?id=missmarch.htm,23336,nm1199107,3/13/2009,1/2/2009
1483,Daniel Barnz,http://www.imdb.com/name/nm1400426/,2011,Beastly,Director,http://www.imdb.com/title/tt1152398/,Beastly,http://www.boxofficemojo.com/movies/?id=beastly.htm,18766,nm1400426,3/4/2011,12/24/2010
1484,Michael Mann,http://www.imdb.com/name/nm0000520/,2009,Public Enemies,Director,http://www.imdb.com/title/tt1152836/,Public Enemies,http://www.boxofficemojo.com/movies/?id=publicenemies.htm,1100,nm0000520,7/1/2009,4/22/2009
